2025-01-29 20:41:11,3725924298,Software Engineer,CONTINUUM,True,True
2025-01-29 20:48:25,4134813286,Back End Developer,BeaconFire Inc.,True,True
2025-01-29 20:49:11,4134460955,Back End Developer,Ascendion,True,True
2025-01-29 20:50:10,4111445301,1) .NET Back-End Developer,"Infovisa, Inc.",True,True
2025-01-29 20:50:29,4019327314,Backend Developer With Heavy Node.js Experience ,DS Technologies Inc,True,True
2025-01-29 20:51:37,4071682901,Back-End Developer,"ACS Consultancy Services, Inc",True,True
2025-01-29 20:53:01,4133641232,"Back End Developer_AWS Certified_Plano, TX_Only on W2",Chelsoft Solutions Co.,True,True
2025-01-29 20:54:03,4081894131,Back-End Developer,"ACS Consultancy Services, Inc",True,False
2025-01-29 20:57:50,4081894131,Top job picks for you,LinkedIn,True,True
2025-01-29 21:01:15,4138654136,Software Developer - UI/UX,"TSR Consulting Services, Inc.",True,True
2025-01-29 21:02:00,4138450527,Senior Developer,TekWissen ®,True,True
2025-01-29 21:02:37,4138272013,Dotnet Developer,Talent Groups,True,True
2025-01-29 21:04:54,4136808559,Top job picks for you,LinkedIn,True,True
2025-01-29 21:05:40,4136850407,Full Stack Developer,SMARTFOX,True,True
2025-01-29 21:05:50,4138627186,Informatica Developer,Jobs via Dice,False,False
2025-01-29 21:06:11,4138249214,Python Developer,"American Unit, Inc",True,True
2025-01-29 21:06:22,4136756908,Front End Engineer,Jobot,False,False
2025-01-29 21:06:59,4138263568,iOS Developer,Accelon Inc.,True,True
2025-01-29 21:07:18,4136761295,Front End Engineer,Jobot,True,True
2025-01-29 21:08:23,4138622219,Software Engineer,Saia Inc.,True,True
2025-01-29 21:09:01,4138207279,Software Engineer,Solü Technology Partners,True,True
2025-01-29 21:09:39,4138142046,C# Developer,Vernovis,True,True
2025-01-29 21:10:24,4138138160,Web User Interface Developer,CLPS Global,True,True
2025-01-29 21:11:09,4138166240,GraphQL Developer,Saransh Inc,True,True
2025-01-29 21:12:04,4138641301,Android/Full Stack Engineers,APOLLO TECHNOLOGY SOLUTIONS LLC,True,True
2025-01-29 21:12:51,4138424798,Python Developer Sr,WebCreek,True,True
2025-01-29 21:13:21,4138663808,Android Software Engineer,Tinder,False,False
2025-01-29 21:13:32,4136881194,"Software Engineering Intern, FinPlat (Summer 2025)",Chime,False,False
2025-01-29 21:14:19,4138203497,1) .NET Azure Developer,ClifyX,True,True
2025-01-29 21:14:41,4138244802,Android Developer,Infojini Inc,True,True
2025-01-29 21:14:51,4138437087,"Software Development Engineer, AWS Fintech Data platform",Amazon Web Services (AWS),False,False
2025-01-29 21:15:02,4138665622,Android Software Engineer,Tinder,False,False
2025-01-29 21:15:14,4138627186,Informatica Developer,Jobs via Dice,False,False
2025-01-29 21:15:45,4138663808,Android Software Engineer,Tinder,False,False
2025-01-29 21:15:56,4136881194,"Software Engineering Intern, FinPlat (Summer 2025)",Chime,False,False
2025-01-29 21:16:07,4138437087,"Software Development Engineer, AWS Fintech Data platform",Amazon Web Services (AWS),False,False
2025-01-29 21:16:18,4138665622,Android Software Engineer,Tinder,False,False
2025-01-29 21:16:29,4138627186,Jobs,LinkedIn,False,False
2025-01-29 21:16:41,4138431986,Jobs,LinkedIn,False,False
2025-01-29 21:16:56,4138299598,Top job picks for you,LinkedIn,False,False
2025-01-29 21:17:33,4136881194,Jobs,LinkedIn,False,False
2025-01-29 21:18:00,4138437087,Similar Jobs,LinkedIn,True,True
2025-01-29 21:18:11,4138665622,Android Software Engineer,Tinder,False,False
2025-01-29 21:18:22,4138627186,Informatica Developer,Jobs via Dice,False,False
2025-01-29 21:18:33,4138431986,"Software Development Engineer, Amazon",Amazon,False,False
2025-01-29 21:18:45,4138299598,Fullstack Engineer,JPMorganChase,False,False
2025-01-29 21:19:14,4125873463,Java Software Engineer,Capgemini,True,True
2025-01-29 21:19:44,4136881194,"Software Engineering Intern, FinPlat (Summer 2025)",Chime,False,False
2025-01-29 21:19:55,4138627186,Jobs,LinkedIn,False,False
2025-01-30 11:50:51,4124755711,System Engineer,Howard Industries,True,True
2025-01-30 11:51:42,4117627103,Software Firmware Engineer,SEEQC,True,True
2025-01-30 11:52:14,4116370171,Systems Engineer,Allied IT Systems,True,True
2025-01-30 11:52:26,4117557182,Exchange Engineer,McGregor Boyall,True,True
2025-01-30 11:52:46,4128204536,4) .NET Developer (Local to Charlotte),Vaco,True,True
2025-01-30 11:52:57,4096168607,Associate Systems Engineer (5551),MetroStar,True,False
2025-01-30 11:53:09,4124179422,Embedded Software- Engineer - LLJP00001601,"Softworld, a Kelly Company",True,True
2025-01-30 11:53:32,4124179422,Embedded Software- Engineer - LLJP00001601,"Softworld, a Kelly Company",False,False
2025-01-30 11:53:56,4124139990,Data Infrastructure Engineer,Prestige Staffing,True,True
2025-01-30 11:54:15,4091550056,Angular Developer,"Liberty Personnel Services, Inc.",True,True
2025-01-30 11:54:35,4133546205,CNC Programmer,Vaco,True,True
2025-01-30 11:55:07,4129254518,Mobile Developer,Ledgent Technology,True,True
2025-01-30 11:55:19,4117973987,"Java Engineer, AVP - Trading Systems",McGregor Boyall,True,True
2025-01-30 11:55:43,4117973987,"Java Engineer, AVP - Trading Systems",McGregor Boyall,False,False
2025-01-30 11:56:14,4072295393,Front End Software Engineer,SS&C Technologies,True,True
2025-01-30 11:56:44,4008827926,Java Developer (W2 Only),PTR Global,True,True
2025-01-30 11:57:09,4126314425,Jr. Site Reliability Engineer,Brooksource,True,True
2025-01-30 11:57:32,4124188591,Web Development Engineer,TransPerfect,True,True
2025-01-30 11:58:08,4121931221,Java Software Engineer,ALTEN Technology USA,True,False
2025-01-30 11:58:39,4099786235,Full-Stack React Developer (W2 Only),PTR Global,True,True
2025-01-30 11:59:04,4106016161,Full Stack Engineer,Focus AI,True,True
2025-01-30 11:59:26,4131187607,Junior Android Developer,Talent Strap,True,True
2025-01-30 11:59:38,4117440240,Junior Software Engineer,Brooksource,True,False
2025-01-30 12:00:15,4071925269,Java Software Engineer,ALTEN Technology USA,True,False
2025-01-30 12:00:39,4122684080,Java Software Engineer,BeaconFire Inc.,True,True
2025-01-30 12:00:51,4132711668,SharePoint Developer,Inceed,True,True
2025-01-30 12:00:59,4139232292,Java Developer *Entry Level Position*,swiftlead,False,False
2025-01-30 12:01:19,4128249553,Front End Software Engineer,STAND 8 Technology Consulting,True,True
2025-01-30 12:01:32,4136777392,4) .NET Web Application Developer,"Elegant Enterprise-Wide Solutions, Inc.",True,True
2025-01-30 12:02:12,4133433312,Java Software Engineer,BeaconFire Inc.,True,True
2025-01-30 12:02:33,4138308512,Software Developer / Remote / Angular15+ and C#,Jobot,True,True
2025-01-30 12:02:48,4138304789,Software Engineer,Jobot,True,True
2025-01-30 12:03:08,4138626080,Front End Web Developer,"Softworld, a Kelly Company",True,True
2025-01-30 12:03:32,4125984419,Java Web Developer,BeaconFire Inc.,True,True
2025-01-30 12:03:53,4139221218,Java Developer,Open Systems Technologies,True,True
2025-01-30 12:04:25,4139313677,Junior Software Engineer,Brooksource,True,True
2025-01-30 12:05:05,4119822829,Software Developer (Identity),Bandwidth Inc.,True,False
2025-01-30 12:05:49,4049323543,Java Lead Developer (W2 Only),PTR Global,True,True
2025-01-30 12:06:50,4124131211,Software Engineer,Randstad Digital,True,True
2025-01-30 12:07:03,4131433860,Software Developer - LLJP00001635,"Softworld, a Kelly Company",True,True
2025-01-30 12:07:33,4034691852,10034 - Software Engineer III (Java API),Hyundai AutoEver America,True,False
2025-01-30 12:08:11,4034691852,10034 - Software Engineer III (Java API),Hyundai AutoEver America,True,True
2025-01-30 12:09:07,4096168347,Software Engineer,Brooksource,True,True
2025-01-30 12:09:48,4117980123,Junior React Developer,Brooksource,True,True
2025-01-30 12:11:46,4138354968,Mid-Level Java Back-end,Smart Capital Center,True,True
2025-01-30 12:12:10,4125980816,Python Full Stack Developer,BeaconFire Inc.,True,True
2025-01-30 12:12:33,4125980623,MERN/MEAN Full-Stack Developer,BeaconFire Inc.,True,True
2025-01-30 12:12:48,4138307778,Front End Engineer,Jobot,True,True
2025-01-30 12:13:02,4138303846,Front End Engineer,Jobot,True,True
2025-01-30 12:13:21,4138161709,Web Developer,iConsultera,True,True
2025-01-30 12:13:43,4138301723,Application Developer-Entry level,Jobot,True,True
2025-01-30 12:24:58,4125209104,Software Engineer 2,"Burke Porter, an Ascential Technologies Company",False,False
2025-01-30 12:25:10,4137451472,Full Stack Software Engineer,Cline,True,True
2025-01-30 12:26:15,4137050355,Software Developer Jobs,LinkedIn,True,True
2025-01-30 12:26:23,4123350775,Software Engineer,"Pappas Restaurants, Inc.",False,False
2025-01-30 12:26:31,4118722685,Entry Level Software Developer,SkillStorm,False,False
2025-01-30 12:26:39,4110435252,Entry Level Software Developer,SkillStorm,False,False
2025-01-30 12:26:47,908501038,Full Stack Engineer,PredictionHealth,False,False
2025-01-30 12:30:36,4138953650,Software Engineer,Talent Groups,True,True
2025-01-30 12:31:14,4138320573,IT Engineer - Software (Entry Level),Hyper Recruitment Solutions,True,True
2025-01-30 12:31:35,4138261167,Software Engineer,"Hired by Matrix, Inc",True,True
2025-01-30 12:31:50,4138310059,Front End Engineer,Jobot,True,True
2025-01-30 12:32:04,4138308544,Applications Engineer,Jobot,True,True
2025-01-30 12:33:01,4125306802,Junior Software Engineer,Belay Technologies,True,True
2025-01-31 15:47:36,4137434566,System Engineer,"AVAJEN, LLC",True,True
2025-01-31 15:48:00,4137299800,Applications Engineer,Wilder Systems Robots,True,True
2025-01-31 15:48:41,4136609911,Jr Android Developer,Tech Consulting,True,True
2025-01-31 15:50:39,4137050355,Top job picks for you,LinkedIn,True,True
2025-01-31 15:51:08,4135915227,Mobile Application Developer,Tech Consulting,True,True
2025-01-31 15:51:31,4125026585,Software Engineer - Embedded Multimedia & Telemetry Systems,"Concordia Technologies, Inc.",True,True
2025-01-31 15:52:09,4117440240,Junior Software Engineer,Brooksource,True,True
2025-01-31 15:52:33,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 15:52:54,4123342441,Mobile Developer,Technology Navigators,True,True
2025-01-31 15:53:52,4116234201,Full-Stack Software Engineer,Twist Bioscience,True,False
2025-01-31 15:54:34,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 15:54:42,4132486162,Front End Developer,Dexian,False,False
2025-01-31 15:56:46,4138165007,Junior DevOps Engineer,Tech Consulting,True,True
2025-01-31 15:57:05,4134667074,Founding Engineer,CollectWise (YC F24),True,True
2025-01-31 15:57:29,4129896826,DevOps Engineer,BeaconFire Inc.,True,True
2025-01-31 15:58:23,4089778294,IOS Developer,AVM Consulting Inc,True,True
2025-01-31 15:58:30,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 15:58:57,4123606288,FPGA and Embedded Firmware Engineer,Zadar Labs,True,True
2025-01-31 15:59:19,4131190231,Junior React Native Developer,Talent Strap,True,True
2025-01-31 15:59:36,4136654418,Junior Site Reliability Engineer,Brooksource,True,True
2025-01-31 16:00:42,4136520555,Embedded Linux Engineer – Yocto Specialist,HAE Innovations,True,True
2025-01-31 16:00:50,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:01:02,4124761035,Dotnet Developer,MaximaTek,True,True
2025-01-31 16:01:10,4136654418,Junior Site Reliability Engineer,Brooksource,False,False
2025-01-31 16:01:50,4136991601,Junior Mobile Developer,Tech Consulting,True,True
2025-01-31 16:02:14,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:03:15,4127760382,Web Developer,igus Inc.,True,False
2025-01-31 16:03:39,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:04:02,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:04:37,4139510259,Hardware Integration Specialist,Fast Forward,True,True
2025-01-31 16:04:50,4139905423,Technical Specialist - Junior - High,"V-Soft Consulting Group, Inc.",True,True
2025-01-31 16:06:09,4137765917,Entry Level Cloud Engineer,Dantech Corporation Inc.,True,True
2025-01-31 16:06:21,4121183183,CRM Engineer,STAND 8 Technology Consulting,True,True
2025-01-31 16:07:06,4139895460,Mobile Service Technician,3i People,True,True
2025-01-31 16:07:25,4138220170,Android Developer,STAND 8 Technology Consulting,True,True
2025-01-31 16:08:03,4139750030,Entry Level Android Developer - training placement/W2,LinaHR,True,True
2025-01-31 16:09:52,4125399285,Assistant Product Developer,Allen Lund Company,True,True
2025-01-31 16:10:00,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:10:31,4137622293,System Engineer,Robert Half,True,True
2025-01-31 16:10:59,4136959046,Citrix Engineer,PTR Global,True,True
2025-01-31 16:11:30,4138630372,Salesforce Developer,Magnus Technology Solutions,True,True
2025-01-31 16:11:53,4138635842,Maui Mobile Developer,"Kava Up, LLC",True,True
2025-01-31 16:12:15,4137904233,Rust Engineer,Bestinfo Systems LLC,True,True
2025-01-31 16:12:27,4022510909,Validation Engineer,Precision Medicine Group,True,False
2025-01-31 16:12:43,4137619981,Embedded Engineer,"V-Soft Consulting Group, Inc.",True,True
2025-01-31 16:12:51,4137050355,Applications Developer,"Bespoke Technologies, Inc.",False,False
2025-01-31 16:13:19,4111273442,Software Quality Engineer,Polaris Inc.,True,True
2025-01-31 16:13:31,3985834140,Validation Engineer,Precision For Medicine,True,False
2025-01-31 16:14:10,4127546306,Platform Engineer 1,Encore Talent Solutions,True,True
2025-01-31 16:14:35,4131447895,Associate Engineer,Brooksource,True,True
2025-01-31 16:15:28,4131451830,Associate Engineer,Brooksource,True,True
2025-01-31 16:16:09,4124742834,Entry Level ML Ops Engineer,Agility Partners,True,True
2025-01-31 16:16:58,4138456104,Utility Operations Application Specialist,"Hired by Matrix, Inc",True,True
2025-01-31 16:18:29,4099649871,Future CloudFitter,CloudFit Software,True,False
2025-01-31 16:18:52,4099938566,Flight Controller Developer - PX4,Rainmaker Technology Corporation,True,True
2025-01-31 16:19:04,4137790937,Crypto Production Reliability Engineer,Selby Jennings,True,True
2025-01-31 16:19:16,4138824157,Cross Domain Solutions Systems Engineer 13843,"Softworld, a Kelly Company",True,True
2025-01-31 16:19:28,4074536839,Cloud Development Engineer - Observability,Pegasystems,True,True
2025-01-31 16:19:49,4138306789,Remote Full Stack Engineer (React / Ruby on Rails),Jobot,True,True
2025-02-01 13:38:38,4127862437,Site Reliability Engineer,Brooksource,True,True
2025-02-01 13:38:51,4132135576,Scala Developer/Functional Programming Opportunity--Madison,Beacon Hill,True,True
2025-02-01 13:39:10,4133528280,Embedded S/W Engineering - Secret - TX,"Softworld, a Kelly Company",True,True
2025-02-01 13:39:21,4093669462,Associate Systems Engineer (5550),MetroStar,True,False
2025-02-01 13:39:51,4022955189,Full-Stack Java & Angular Developer (W2 Only),PTR Global,True,True
2025-02-01 13:40:21,4073026275,DevOps Engineer,Inceed,True,True
2025-02-01 13:40:33,4105032915,DevOps Software Developer/ Java,Motion Recruitment,True,True
2025-02-01 13:41:03,4018747440,Full-Stack Java & React Developer (W2 Only),PTR Global,True,True
2025-02-01 13:41:35,4117459225,Junior Site Reliability Engineer,Brooksource,True,True
2025-02-01 13:42:04,4129995744,Database Developer,Start Early,True,True
2025-02-01 13:43:18,4124187172,Software Engineer,forml,True,True
2025-02-01 13:43:30,4074916910,9) .Net Developer,Inceed,True,True
2025-02-01 13:44:10,4124690372,iOS Developer,BeaconFire Inc.,True,True
2025-02-01 13:44:59,4114865521,9) .NET Developer (junior or mid) - PERM!,Talent Groups,True,True
2025-02-01 13:45:23,4121852614,C# / VB.NET Developer,Jones Grove IT Recruiting,True,True
2025-02-01 13:45:57,4041218416,Software Engineer,SlateSafety®,True,True
2025-02-01 13:46:13,4129682269,Data Engineer,BeaconFire Inc.,True,True
2025-02-01 13:46:49,4120728988,Java Developer,Tandym Group,True,True
2025-02-01 13:47:13,4138351726,MERN/MEAN Full-Stack Developer,BeaconFire Inc.,True,True
2025-02-01 13:48:11,4127610266,Full Stack Engineer,NetBounce Placement,True,True
2025-02-01 13:49:27,4127760382,Web Developer,igus Inc.,True,False
2025-02-01 13:49:39,4129680711,Java Full Stack Developer,BeaconFire Inc.,True,True
